Symbol,CXSMILES,Monomer_Type,R1,R2,R3
X1938,CC(=N)NCCC[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1962,[*]C(=O)[C@@H](CS[*])N(CCCc1ccccc1)CCCc1ccccc1 |$_R2;;;;;;_R3;;;;;;;;;;;;;;;;;;;$|,Backbone,-,OH,H
X2010,CC(C)CNCc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X2058,CCCCCCN[C@H](CS[*])C([*])=O |$;;;;;;;;;;_R3;;_R2;$|,Backbone,-,OH,H
X1913,C[C@@H](OC(c1ccccc1)(c1ccccc1)c1ccccc1)[C@@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1790,CC(C)(C)OC(=O)NC[C@@H](N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1743,FC(F)(F)[C@](Cc1ccccc1)(N[*])C([*])=O |$;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1705,COn1cc(C[C@H](N(C)[*])C([*])=O)c2ccccc12 |$;;;;;;;;;_R1;;_R2;;;;;;;$|,Backbone,H,OH,-
X1813,"[*]N=C(Cc1cccnc1)C([*])=O |w:1.0,$_R1;;;;;;;;;;;_R2;$|",Backbone,H,OH,-
X1880,COC[C@@H](N[*])C([*])=O |$;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1883,CSCOC(=O)CCC[C@@H](C)[C@@H](O)[C@H](N(C)[*])C([*])=O |$;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1673,CC1(C)C[C@H](N([*])C1)C([*])=O |$;;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
X1739,CC(=O)OCCOC[C@@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
Me_Lys(Boc),CN([*])[C@@H](CCCCNC(=O)OC(C)(C)C)C([*])=O |$;;_R1;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X866,CCCCCC[C@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1401,CCCCCCCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1895,[*]N[C@@H](Cc1c([nH]c2ccccc12)-c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1710,CN(C)CCS[C@@H](N(C)[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X3000,[*]N[C@@H](Cn1cc(Cc2ccccc2)nn1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1853,"C[C@H](CC=CC=C)[C@@H](O)[C@H](N(C)[*])C([*])=O |w:3.2,$;;;;;;;;;;;;_R1;;_R2;$|",Backbone,H,OH,-
X56,C[C@@](Cc1ccccc1)(N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
Cit,NC(=O)NCCC[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X70,[*]N[C@H](Cc1ccc(cc1)C(=O)c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
Me_Sar,CN(C)CC([*])=O |$;;;;;_R2;$|,Backbone,-,OH,-
X222,[*]N[C@@H](CCCCCC=C)C([*])=O |$_R1;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X155,Cc1[nH]c2ccccc2c1C[C@@H](N[*])C([*])=O |$;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X110,C[C@@H](N[*])C(=O)C(F)(F)F |$;;;_R1;;;;;;$|,Backbone,H,-,-
X118,[*]N[C@@H](Cc1ccccc1)C=O |$_R1;;;;;;;;;;;$|,Backbone,H,-,-
X281,C[C@@H](Nc1nccs1)C([*])=O |$;;;;;;;;;_R2;$|,Backbone,-,OH,-
X425,NC(=N)NC[C@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
Hyp,O[C@@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
Aze,[*]N1CC[C@H]1C([*])=O |$_R1;;;;;;_R2;$|,Backbone,H,OH,-
X1774,"C[C@H](CC=CCO)[C@@H](O)[C@H](N(C)[*])C([*])=O |w:3.2,$;;;;;;;;;;;;_R1;;_R2;$|",Backbone,H,OH,-
X2792,CS(=O)(=O)N[C@H](CCCNC(N)=N)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2904,Clc1cccc(NC(=O)NCCCC[C@H](N[*])C([*])=O)c1 |$;;;;;;;;;;;;;;;;_R1;;_R2;;$|,Backbone,H,OH,-
X2186,CN([C@H](N[*])C(=O)c1ccccc1)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C([*])=O |$;;;;_R1;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X2798,ClCCN(N=O)C(=O)NCCCC[C@H](NC(=O)N(CCCl)N=O)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2806,CC(C)C[C@H](NC(=O)OC[C@H](O)CO)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2846,CC(C)C[C@H](NC(=O)OCCCO)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2827,Cc1ccccc1NC(=O)NCCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X2830,[*]N[C@@H](Cc1ccn[nH]1)C([*])=O |$_R1;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X2757,CN([C@@H](N[*])C(=O)c1ccccc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C([*])=O |$;;;;_R1;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X2778,OC(=O)C[C@H](N[*])C(=O)c1ncc(o1)-c1c(Cl)cccc1Cl |$;;;;;;_R1;;;;;;;;;;;;;;;$|,Backbone,H,-,-
X2040,CC(C)CCNCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X2171,CCS(=O)(=O)N[C@H](CC1CCCCC1)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2176,"CCCCCCCC=CCn1cncc1C[C@H](N[*])C([*])=O |w:8.8,$;;;;;;;;;;;;;;;;;;_R1;;_R2;$|",Backbone,H,OH,-
X2232,NCCOC(=O)[C@H](Cc1ccc(O)cc1)N[*] |$;;;;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
X2247,N[C@@H](C1c2ccccc2CCc2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1994,COc1cc(C[C@H](N[*])C([*])=O)ccc1O |$;;;;;;;;_R1;;_R2;;;;;$|,Backbone,H,OH,-
X2039,[*]C(=O)[C@@H](CS[*])NCc1cccnc1 |$_R2;;;;;;_R3;;;;;;;;$|,Backbone,-,OH,H
X1133,OP(O)(=O)CC(=O)CN[*] |$;;;;;;;;;_R1$|,Backbone,H,-,-
X1492,[*]N1C[C@H]2C[C@H]2[C@H]1C([*])=O |$_R1;;;;;;;;_R2;$|,Backbone,H,OH,-
X1295,NC(=N)NCCC[C@H](N[*])C(=O)c1nc2ccccc2s1 |$;;;;;;;;;_R1;;;;;;;;;;;$|,Backbone,H,-,-
X1250,COc1cc(C[C@@H](N[*])C([*])=O)cc(OC)c1OC |$;;;;;;;;_R1;;_R2;;;;;;;;$|,Backbone,H,OH,-
X1321,CC(C)[C@H](NS(=O)(=O)C(F)(F)F)C([*])=O |$;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1376,[*]N(CCC1CCCCC1)CC([*])=O |$_R1;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1314,[*]N[C@@H](CCC(=O)OCc1ccccc1N(=O)=O)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1453,[*]N[C@H](C=O)C1CCCCC1 |$_R1;;;;;;;;;;$|,Backbone,H,-,-
X1301,CNC(=N)NCC[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1482,CCCCCCCCCCCCCCCCCCOc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X1236,[*]N[C@@H](C1CCCC1)C([*])=O |$_R1;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1005,[*]N[C@H](CCCCNC1CCCCC1)C([*])=O |$_R1;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
Spg_OMe,COC(=O)C1(CCCC1)N[*] |$;;;;;;;;;;_R1$|,Backbone,H,-,-
X1199,CSCC[C@@H](N[*])C=O |$;;;;;;_R1;;$|,Backbone,H,-,-
X252,CSC(C)(C)[C@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X634,"[*]N1C[C@@H](C[C@H]1C([*])=O)ON=Cc1ccc-2c(Cc3ccccc-23)c1 |w:10.10,$_R1;;;;;;;_R2;;;;;;;;;;;;;;;;;$|",Backbone,H,OH,-
X684,OC(=O)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc12)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X686,CCS[C@@H]1CCN([*])[C@@H]1C([*])=O |$;;;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
X564,CN(C)CCC[C@H]([N-][N+]#N)C([*])=O |$;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X199,FC(F)(F)c1cc(COC(=O)[C@H](Cc2c[nH]c3ccccc23)N[*])cc(c1)C(F)(F)F |$;;;;;;;;;;;;;;;;;;;;;;;_R1;;;;;;;$|,Backbone,H,-,-
dalloT,C[C@@H](O)[C@@H](N[*])C([*])=O |$;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1505,C[C@@](Cc1ccccc1F)(N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1609,OC(=O)Cc1ccc(C[C@H](N[*])C([*])=O)cc1C(O)=O |$;;;;;;;;;;;_R1;;_R2;;;;;;$|,Backbone,H,OH,-
X288,[*]N[C@H](Cc1c[nH]c2ccccc12)C=O |$_R1;;;;;;;;;;;;;;$|,Backbone,H,-,-
X967,CC(C)(C)OC(=O)NCCCC[C@@H](N[*])C=O |$;;;;;;;;;;;;;;_R1;;$|,Backbone,H,-,-
X680,Oc1ccc(C[C@H](N[*])C([*])=O)cc1O |$;;;;;;;;_R1;;_R2;;;;$|,Backbone,H,OH,-
X796,N[C@@H](Cc1ccc(O)cc1)c1cn(CC([*])=O)nn1 |$;;;;;;;;;;;;;;;_R2;;;$|,Backbone,-,OH,-
X1608,CC(C)(C)OC(=O)N[C@H](C1CCCCC1)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
Boc_D,CC(C)(C)OC(=O)N[C@@H](CC(O)=O)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1699,C[C@]1(CCN1[*])C([*])=O |$;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1704,CN([*])[C@@H](CC(C)(C)O)C([*])=O |$;;_R1;;;;;;;;_R2;$|,Backbone,H,OH,-
X1557,[*]N1CCC(=C)[C@H]1C([*])=O |$_R1;;;;;;;;_R2;$|,Backbone,H,OH,-
Boc_Glu(OBzl),CC(C)(C)OC(=O)N[C@@H](CCC(=O)OCc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1606,CCCS[C@H]1CCN([*])[C@H]1C([*])=O |$;;;;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
C_OBzl,SC[C@H](N[*])C(=O)OCc1ccccc1 |$;;;;_R1;;;;;;;;;;$|,Backbone,H,-,-
X2587,COc1cc(C)c([C@H](C)[C@@H](N[*])C([*])=O)c(C)c1 |$;;;;;;;;;;;_R1;;_R2;;;;$|,Backbone,H,OH,-
X2718,C[C@H](NC(O)=O)C([*])=O |$;;;;;;;_R2;$|,Backbone,-,OH,-
H_OBzl,[*]N[C@@H](Cc1cnc[nH]1)C(=O)OCc1ccccc1 |$_R1;;;;;;;;;;;;;;;;;;$|,Backbone,H,-,-
Cbz_Hyp,O[C@@H]1C[C@H](N(C1)C(=O)OCc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2702,Cc1cc(C)cc(c1)-c1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X2636,C[C@H](OC(=O)[C@H](Cc1ccccc1)N[*])c1ccccc1 |$;;;;;;;;;;;;;;_R1;;;;;;$|,Backbone,H,-,-
X2682,CCOC(=O)C(F)(F)C(=O)[C@H](CC1CCCCC1)N[*] |$;;;;;;;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
X2631,CN(C)[C@@H](CCCCN)C(=O)O[C@@H]1C[C@H](N([*])C1)C([*])=O |$;;;;;;;;;;;;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
X2703,OC(=O)[C@]1(C[C@H]1CCc1ccccc1)N[*] |$;;;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
X2704,[*]C(=O)[C@@H](Cc1cnc[nH]1)NC(=O)OC1CCCCC1 |$_R2;;;;;;;;;;;;;;;;;;;$|,Backbone,-,OH,-
X2643,CCOC(=O)[C@H](Cc1c[nH]c2ccccc12)N[*] |$;;;;;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
X2733,CC(C)(C)[C@H](NCCCc1cnc[nH]1)C([*])=O |$;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2731,[*]N[C@@]1(CCc2ccccc12)C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X2651,CN([*])[C@@H](CCCNC(N)=N)C(=O)c1nc2ccccc2s1 |$;;_R1;;;;;;;;;;;;;;;;;;;$|,Backbone,H,-,-
X2319,COc1ccc(CN([*])CC([*])=O)cc1OC |$;;;;;;;;_R1;;;_R2;;;;;$|,Backbone,H,OH,-
X2297,C[C@H]1CCN([*])[C@@H]1C([*])=O |$;;;;;_R1;;;_R2;$|,Backbone,H,OH,-
X2331,OC(=O)C(=O)C1(CC1)N[*] |$;;;;;;;;;_R1$|,Backbone,H,-,-
X2470,CC(C)[C@H](N[*])C(=O)c1nc2ccccc2[nH]1 |$;;;;;_R1;;;;;;;;;;;$|,Backbone,H,-,-
X2475,[*]N[C@@H](CCC=O)C([*])=O |$_R1;;;;;;;;_R2;$|,Backbone,H,OH,-
X2378,CCCCCCCCCCCCCCCCS(=O)(=O)N[C@@H](Cc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2343,COC(=O)[C@H](CSCc1c[nH]c(=O)[nH]c1=O)N[*] |$;;;;;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
X2438,C[C@](CCCNC(N)=N)(N[*])C(=O)c1nc2ccccc2s1 |$;;;;;;;;;;_R1;;;;;;;;;;;$|,Backbone,H,-,-
X2398,[*]Sc1ccccn1 |$_R3;;;;;;;$|,Backbone,-,-,H
Me_dCha,CN[C@H](CC1CCCCC1)C([*])=O |$;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2402,[*]N[C@@H](C[C@@H]1CCNC1=O)C(=O)c1ncc(s1)-c1ccccc1 |$_R1;;;;;;;;;;;;;;;;;;;;;;$|,Backbone,H,-,-
X2458,"CC(C)C[C@H](NC(=O)N[C@@H]([C@@H]1CCN=C(N)N1)C([*])=O)C(O)=O |$;;;;;;;;;;;;;;;;;;_R2;;;;$,t:13|",Backbone,-,OH,-
X2307,[*]N1[C@H]([C@@H]1C(=O)OCc1ccccc1)C(=O)OCc1ccccc1 |$_R1;;;;;;;;;;;;;;;;;;;;;;;$|,Backbone,H,-,-
X531,CC(C)(C)c1ccc(cc1)S(=O)(=O)N[C@@H](CCCNC(N)=N)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X591,[*]N[C@@H](Cc1cccc2cc[nH]c12)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
Cbz_F,[*]C(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1 |$_R2;;;;;;;;;;;;;;;;;;;;;$|,Backbone,-,OH,-
X765,CC(C)(C)OC(=O)N[C@H](CCCN)C([*])=O |$;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X843,N[C@]1(C[C@H](CO)C1)C([*])=O |$;;;;;;;;_R2;$|,Backbone,-,OH,-
EtCO_dHph,CCOC(=O)N[C@H](CCc1ccccc1)C([*])=O |$;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X755,[*]C(=O)[C@@H]([N-][N+]#N)c1ccccc1 |$_R2;;;;;;;;;;;;$|,Backbone,-,OH,-
X523,Cc1cc(O)ccc1C[C@H](N[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X646,CC(C)C[C@@](C)(N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X519,NCCC[C@H]([N-][N+]#N)C([*])=O |$;;;;;;;;;_R2;$|,Backbone,-,OH,-
X462,C[C@H]1C[C@@]1(N[*])C(O)=O |$;;;;;_R1;;;$|,Backbone,H,-,-
dPhe(2-Me),Cc1ccccc1C[C@@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X3013,FC(F)(F)c1cccc(C[C@@H](N[*])C([*])=O)c1 |$;;;;;;;;;;;;_R1;;_R2;;$|,Backbone,H,OH,-
X3022,Fc1ccc(C[C@H](N[*])C(=O)OCc2cc(cc(c2)C(F)(F)F)C(F)(F)F)cc1 |$;;;;;;;;_R1;;;;;;;;;;;;;;;;;;;;$|,Backbone,H,-,-
Asp(OtBu),CC(C)(C)OC(=O)C[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X2858,CC(C)[C@H](NC(=O)OCCCCCn1cnc2c(ncnc12)N(C)C)C([*])=O |$;;;;;;;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2897,Clc1ccc(NC(=O)NCCCC[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X2892,"CC(=O)N([C@@H](Cc1ccccc1)C([*])=O)C(=O)C=Cc1ccccc1 |w:17.17,$;;;;;;;;;;;;;_R2;;;;;;;;;;;$|",Backbone,-,OH,-
X2515,[*]N1C[C@@H](Cc2ccccc2)NC(=O)C1 |$_R1;;;;;;;;;;;;;;$|,Backbone,H,-,-
X2505,[*]N(CC([*])=O)C(c1ccccc1)c1ccccc1 |$_R1;;;;_R2;;;;;;;;;;;;;;$|,Backbone,H,OH,-
X2493,CC(C)N([*])[C@@H](CCCCN)C([*])=O |$;;;;_R1;;;;;;;;_R2;$|,Backbone,H,OH,-
X633,C[C@@H](OP(O)(O)=O)[C@H](N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1572,NC(=N)NCCC[C@H](N[*])C(=O)C=O |$;;;;;;;;;_R1;;;;$|,Backbone,H,-,-
X2244,[*]N[C@@H](Cc1ccccc1)C(=O)c1nc2ccccc2[nH]1 |$_R1;;;;;;;;;;;;;;;;;;;;$|,Backbone,H,-,-
X2274,OP(O)(=O)[C@H](N[*])C([*])=O |$;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X2217,[*]N[C@H]([C@H](Oc1ccc(C=O)cc1)c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X3,Fc1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
A,C[C@H](N[*])C([*])=O |$;;;_R1;;_R2;$|,Backbone,H,OH,-
G,[*]NCC([*])=O |$_R1;;;;_R2;$|,Backbone,H,OH,-
Q,NC(=O)CC[C@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X809,C[C@](CO)(N[*])C([*])=O |$;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X881,[*]N1C[C@H](C[C@H]1C([*])=O)n1cc(nn1)-c1cccc2ccccc12 |$_R1;;;;;;;_R2;;;;;;;;;;;;;;;;$|,Backbone,H,OH,-
X886,"CC(=O)CC=C[C@H](N[*])C(O)=O |w:4.3,$;;;;;;;;_R1;;;$|",Backbone,H,-,-
X955,N[C@H](CNCC([*])=O)Cc1ccccc1 |$;;;;;;_R2;;;;;;;;$|,Backbone,-,OH,-
X956,"CC(=N[*])C([*])=O |w:2.2,$;;;_R1;;_R2;$|",Backbone,H,OH,-
X1217,NC(=N)NC[C@H]1C[C@@](C1)(N[*])C(O)=O |$;;;;;;;;;;_R1;;;$|,Backbone,H,-,-
X1159,CC(C)[C@H](N[*])C(O)c1ncco1 |$;;;;;_R1;;;;;;;$|,Backbone,H,-,-
X1029,CCC[C@H](C)[C@H](N[*])C([*])=O |$;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1161,C[C@H](NS(=O)(=O)c1cccc2c(cccc12)N(C)C)C([*])=O |$;;;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X1022,[*]N[C@@H](CCCC=C)C([*])=O |$_R1;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1165,Oc1ccc2CN([*])[C@H](Cc2c1)C([*])=O |$;;;;;;;_R1;;;;;;_R2;$|,Backbone,H,OH,-
X936,C[C@@]1(CO1)C(=O)[C@H](Cc1ccc(N)cc1)N[*] |$;;;;;;;;;;;;;;;;_R1$|,Backbone,H,-,-
X1762,CCCC[C@@H](C)[C@@H](O)[C@H](N(C)[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1918,[*]N1COC[C@@H]1C([*])=O |$_R1;;;;;;;_R2;$|,Backbone,H,OH,-
X2005,Oc1ccc(cc1)[C@@H]1CCN[C@H]1C([*])=O |$;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2016,[*]N[C@H](C([*])=O)c1c[nH]c2ccccc12 |$_R1;;;;_R2;;;;;;;;;;$|,Backbone,H,OH,-
X1957,[*]C(=O)[C@@H](CS[*])NC(=O)Nc1ccc(cc1)-c1ccccc1 |$_R2;;;;;;_R3;;;;;;;;;;;;;;;;$|,Backbone,-,OH,H
X1965,C[C@H]([C@@H](N[*])C([*])=O)c1ccc2ccccc2c1 |$;;;;_R1;;_R2;;;;;;;;;;;$|,Backbone,H,OH,-
X1980,Oc1ccc(C[C@H](N[*])C([*])=O)c(I)c1 |$;;;;;;;;_R1;;_R2;;;;$|,Backbone,H,OH,-
Me_dalloT,C[C@@H](O)[C@@H](N(C)[*])C([*])=O |$;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
dPen,CC(C)(S[*])[C@@H](N[*])C([*])=O |$;;;;_R3;;;_R1;;_R2;$|,Backbone,H,OH,H
X1952,N[C@@H](Cc1ccc(N)c(I)c1)C([*])=O |$;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
X2063,Oc1ccc(cc1)[C@@H]1CCN[C@@H]1C([*])=O |$;;;;;;;;;;;;;_R2;$|,Backbone,-,OH,-
Me_dT,C[C@H](O)[C@@H](N(C)[*])C([*])=O |$;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X2066,CCCCOc1ccc(C[C@@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X1830,[*]N(CC=C)[C@H](Cc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1688,[*]N[C@H](CCOCCS[*])C([*])=O |$_R1;;;;;;;;;_R3;;_R2;$|,Backbone,H,OH,H
X1904,COC(=O)CCC[C@@H](C)[C@@H](O)[C@H](N(C)[*])C([*])=O |$;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1831,CN([*])[C@@H](Cc1ccc(Br)cc1)C([*])=O |$;;_R1;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1929,CC(C)(C)OC(=O)COC[C@@H](N[*])C([*])=O |$;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1708,"[*]N[C@H](C([*])=O)C1=CCC=CC1 |$_R1;;;;_R2;;;;;;;$,c:9,t:6|",Backbone,H,OH,-
X1946,COC(=O)CCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1869,OP(O)(=O)OC(F)(F)c1ccc(C[C@@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X1891,CCN([*])[C@@H](C(C)C)C([*])=O |$;;;_R1;;;;;;_R2;$|,Backbone,H,OH,-
X1676,[*]N[C@@H](C([*])=O)c1cccs1 |$_R1;;;;_R2;;;;;;$|,Backbone,H,OH,-
X1822,"CC(C)OC(=O)CCC=C(C)[C@@H](O)[C@H](N(C)[*])C([*])=O |w:8.7,$;;;;;;;;;;;;;;;;_R1;;_R2;$|",Backbone,H,OH,-
X1680,[*]N[C@H](COCC[N-][N+]#N)C([*])=O |$_R1;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
X1874,COC(=O)CCCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1811,COC(=O)COCCOCCOCCNCCOCCOCCn1cc(C[C@@H](N(C)[*])C([*])=O)nn1 |$;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
X1812,[*]NC1([C@@H]([C@H]1c1ccccc1)c1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;;;;;;_R2;$|,Backbone,H,OH,-
Lys(Boc),CC(C)(C)OC(=O)NCCCC[C@H](N[*])C([*])=O |$;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1859,C[C@H](Cc1nc2ccc(C)cc2[nH]1)[C@@H](O)[C@H](N(C)[*])C([*])=O |$;;;;;;;;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1791,CCN(CC)C[C@@H](N[*])C([*])=O |$;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X1713,"[*]N1N=CCC[C@H]1C([*])=O |$_R1;;;;;;;;_R2;$,c:2|",Backbone,H,OH,-
X1933,CC(C)N(C)CCS[C@@H](N(C)[*])C([*])=O |$;;;;;;;;;;;_R1;;_R2;$|,Backbone,H,OH,-
X57,CCc1cc(OC)ccc1-c1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,H,OH,-
