molregno	description	helm_notation	pref_name	chembl_id	structure_type	molecule_type	oral	withdrawn_flag
157265	NULL	PEPTIDE1{A.R.Y.Y.S.A.L.R.H.Y.[dI].N.L.I.T.R.Q.R.Y.[am]}$$$$	NULL	CHEMBL413411	BOTH	Protein	0	0
157266	NULL	PEPTIDE1{A.R.Y.Y.S.A.L.R.H.[dY].I.N.L.I.T.R.Q.R.Y.[am]}$$$$	NULL	CHEMBL410099	BOTH	Protein	0	0
157303	NULL	PEPTIDE1{[X3].[X162].L.R}$$$$	NULL	CHEMBL97722	BOTH	Protein	0	0
157321	NULL	PEPTIDE1{[ac].[dC].[dP].[dV].C}|PEPTIDE2{[ac].[dC].[dP].[dV].C.[am]}$PEPTIDE2,PEPTIDE1,2:R3-2:R3|PEPTIDE2,PEPTIDE1,5:R3-5:R3$$$	NULL	CHEMBL330133	BOTH	Protein	0	0
157322	NULL	PEPTIDE1{[ac].[dC].[dP].[dV].C.[am]}|PEPTIDE2{[ac].[dC].[dP].[dV].C.[am]}$PEPTIDE2,PEPTIDE1,2:R3-2:R3|PEPTIDE2,PEPTIDE1,5:R3-5:R3$$$	NULL	CHEMBL451244	BOTH	Protein	0	0
157355	NULL	PEPTIDE1{[X2322].W.F}$$$$	NULL	CHEMBL321140	BOTH	Protein	0	0
157360	NULL	PEPTIDE1{A.R.F.Y.S.A.L.R.H.F.I.N.L.I.T.R.Q.R.F.[am]}$$$$	NULL	CHEMBL440065	BOTH	Protein	0	0
157361	NULL	PEPTIDE1{A.R.Y.Y.S.A.L.R.H.F.I.N.L.I.T.R.Q.R.F.[am]}$$$$	NULL	CHEMBL265642	BOTH	Protein	0	0
157362	NULL	PEPTIDE1{A.R.Y.Y.S.A.L.R.H.Y.I.N.L.I.T.R.Q.R.[dY].[am]}$$$$	NULL	CHEMBL440078	BOTH	Protein	0	0
157371	NULL	PEPTIDE1{A.R.Y.[dY].S.A.L.R.H.Y.I.N.L.I.T.R.Q.R.Y.[am]}$$$$	NULL	CHEMBL410150	BOTH	Protein	0	0
157372	NULL	PEPTIDE1{A.R.[dY].Y.S.A.L.R.H.Y.I.N.L.I.T.R.Q.R.Y.[am]}$$$$	NULL	CHEMBL438731	BOTH	Protein	0	0
157481	NULL	PEPTIDE1{[ac].[Nal].[dPhe(4-Cl)].[d2-Pal].Y.[dR].[dP].A.[am]}$$$$	NULL	CHEMBL264501	BOTH	Protein	0	0
157482	NULL	PEPTIDE1{[ac].[Nal].[dPhe(4-Cl)].[d2-Pal].[X409].[dR].[dP].A.[am]}$$$$	NULL	CHEMBL406243	BOTH	Protein	0	0
157526	NULL	PEPTIDE1{[X2269].E.Y}$$$$	NULL	CHEMBL316684	BOTH	Protein	0	0
157551	NULL	PEPTIDE1{[X2322].Y.Y}$$$$	NULL	CHEMBL98924	BOTH	Protein	0	0
157552	NULL	PEPTIDE1{[X2322].F.Y}$$$$	NULL	CHEMBL98925	BOTH	Protein	0	0
157780	NULL	PEPTIDE1{[X2322].W.I}$$$$	NULL	CHEMBL432017	BOTH	Protein	0	0
157965	NULL	PEPTIDE1{S.[meL].T.F.H.L.[meL].R.E.V.L.E.M.[meA].R.A.E.Q.[Me_dL].A.Q.Q.A.[Me_dA].S.N.R.K.[Me_dL].M.E.I.[Me_dA].[am]}$$$$	NULL	CHEMBL440243	BOTH	Protein	0	0
158590	NULL	PEPTIDE1{F.H.L.L.R.[X646].V.L.R.[Nle].M.A.R.A.Q.Q.A.H.S.N.R.K.L.E.[dNle].E.I.I.[am]}$$$$	NULL	CHEMBL266872	BOTH	Protein	0	0
158670	NULL	PEPTIDE1{S.L.T.F.H.L.L.R.E.V.L.E.M.A.R.A.E.Q.L.A.Q.Q.A.H.S.N.R.K.L.M.E.I.[dalloI].[am]}$$$$	NULL	CHEMBL439302	BOTH	Protein	0	0
158749	NULL	PEPTIDE1{[ac].[X127].Q.N.[am]}$$$$	NULL	CHEMBL98515	BOTH	Protein	0	0
158795	NULL	PEPTIDE1{N.Q.L.P.[X127].N.E.L.N.L.G.R.R.E.E.[X127].D.V.L.D}$$$$	NULL	CHEMBL439120	BOTH	Protein	0	0
159663	NULL	PEPTIDE1{P.L.G.[am]}$$$$	NULL	CHEMBL317488	BOTH	Protein	0	0
159728	NULL	PEPTIDE1{[X2049].L.[dC].[dD].N.[dP].R.[dalloI].D.[dR].W.[dY].[dC].Q.F.V.E.G.[am]}$PEPTIDE1,PEPTIDE1,13:R3-3:R3$$$	NULL	CHEMBL439285	BOTH	Protein	0	0
159755	NULL	PEPTIDE1{[ac].A.L.Y.D.[am]}$$$$	NULL	CHEMBL328403	BOTH	Protein	0	0
159823	NULL	PEPTIDE1{[X2012].L.[dC].[dD].N.[dP].R.[dalloI].D.[dR].W.[dY].[dC].Q.F.V.E.G.[am]}$PEPTIDE1,PEPTIDE1,13:R3-3:R3$$$	NULL	CHEMBL437872	BOTH	Protein	0	0
159926	NULL	PEPTIDE1{[X1960].L.[dC].[dD].N.[dP].R.[dalloI].D.[dR].W.[dY].[dC].Q.F.V.E.G.[am]}$PEPTIDE1,PEPTIDE1,13:R3-3:R3$$$	NULL	CHEMBL410836	BOTH	Protein	0	0
160198	NULL	PEPTIDE1{[ac].A.L.W.D.[am]}$$$$	NULL	CHEMBL101898	BOTH	Protein	0	0
160285	NULL	PEPTIDE1{[X2011].L.[dC].[dD].N.[dP].R.[dalloI].D.[dR].W.[dY].[dC].Q.F.V.E.G.[am]}$PEPTIDE1,PEPTIDE1,13:R3-3:R3$$$	NULL	CHEMBL429011	BOTH	Protein	0	0
160286	NULL	PEPTIDE1{[X2013].L.[dC].[dD].N.[dP].R.[dalloI].D.[dR].W.[dY].[dC].Q.F.V.E.G.[am]}$PEPTIDE1,PEPTIDE1,13:R3-3:R3$$$	NULL	CHEMBL441926	BOTH	Protein	0	0
160402	NULL	PEPTIDE1{[ac].L.L.[X321]}$$$$	NULL	CHEMBL318779	BOTH	Protein	0	0
160519	NULL	PEPTIDE1{[X2025].L.[dC].[dD].N.[dP].R.[dalloI].D.[dR].W.[dY].[dC].Q.F.V.E.G.[am]}$PEPTIDE1,PEPTIDE1,13:R3-3:R3$$$	NULL	CHEMBL410279	BOTH	Protein	0	0
160586	NULL	PEPTIDE1{[ac].A.L.S.D.[am]}$$$$	NULL	CHEMBL99865	BOTH	Protein	0	0
160594	NULL	PEPTIDE1{[ac].L.L.[X98]}$$$$	NULL	CHEMBL95363	BOTH	Protein	0	0
161976	NULL	PEPTIDE1{[ac].[Nal].S.Y.[Nal].L.[X4].P.[dA].[am]}$$$$	NULL	CHEMBL264766	BOTH	Protein	0	0
162051	NULL	PEPTIDE1{[ac].[Nal].S.Y.[3-Pal].L.R.P.[dA].[am]}$$$$	NULL	CHEMBL407208	BOTH	Protein	0	0
162153	NULL	PEPTIDE1{[ac].[Nal].S.Y.[Nal].L.R.P.[dA].[am]}$$$$	NULL	CHEMBL414593	BOTH	Protein	0	0
162154	NULL	PEPTIDE1{[ac].[Nal].[Phe(4-Cl)].S.Y.[Nal].L.R.P.[dA].[am]}$$$$	NULL	CHEMBL413862	BOTH	Protein	0	0
162502	NULL	PEPTIDE1{[ac].[Nal].[Phe(4-Cl)].[3-Pal].S.Y.[Nal].L.R.P.[dA].[am]}$$$$	NULL	CHEMBL269096	BOTH	Protein	0	0
162503	NULL	PEPTIDE1{[ac].[Phe(4-Cl)].[3-Pal].S.Y.[Nal].L.R.P.[dA].[am]}$$$$	NULL	CHEMBL415841	BOTH	Protein	0	0
162504	NULL	PEPTIDE1{[Glp].[Phe(4-Cl)].[3-Pal].S.Y.[Nal].L.R.P.[dA].[am]}$$$$	NULL	CHEMBL386522	BOTH	Protein	0	0
162548	NULL	PEPTIDE1{Y.G.G.[meF].M}$$$$	NULL	CHEMBL98957	BOTH	Protein	0	0
162553	NULL	PEPTIDE1{[X619].A.G.F.G}$$$$	NULL	CHEMBL319890	BOTH	Protein	0	0
162954	NULL	PEPTIDE1{[X172].G.G.[dW].M}$$$$	NULL	CHEMBL100673	BOTH	Protein	0	0
162980	NULL	PEPTIDE1{Y.G.G.[dW].[dP]}$$$$	NULL	CHEMBL101930	BOTH	Protein	0	0
163098	NULL	PEPTIDE1{Y.G.G.[Me_dW].M}$$$$	NULL	CHEMBL101650	BOTH	Protein	0	0
163099	NULL	PEPTIDE1{Y.G.G.[dW].M}$$$$	NULL	CHEMBL101840	BOTH	Protein	0	0
163171	NULL	PEPTIDE1{D.Y.M.G.W.M.D.F.[am]}$$$$	NULL	CHEMBL216166	BOTH	Protein	0	0
163344	NULL	PEPTIDE1{Y.G.G.F.[dP]}$$$$	NULL	CHEMBL99487	BOTH	Protein	0	0
163345	NULL	PEPTIDE1{[X172].G.G.F.M}$$$$	NULL	CHEMBL98025	BOTH	Protein	0	0
163424	NULL	PEPTIDE1{[Boc_F].H.L.V.I.[H_OMe]}$$$$	NULL	CHEMBL321937	BOTH	Protein	0	0
163425	NULL	PEPTIDE1{[Boc_F].A.L.V.I.[H_OMe]}$$$$	NULL	CHEMBL101874	BOTH	Protein	0	0
163426	NULL	PEPTIDE1{[Boc_F].[meA].L.V.I.[H_OMe]}$$$$	NULL	CHEMBL318242	BOTH	Protein	0	0
163586	NULL	PEPTIDE1{Y.G.G.F.[meL]}$$$$	NULL	CHEMBL98593	BOTH	Protein	0	0
163705	NULL	PEPTIDE1{Y.G.G.[dW].L}$$$$	NULL	CHEMBL432819	BOTH	Protein	0	0
163706	NULL	PEPTIDE1{Y.G.G.[dW].[meL]}$$$$	NULL	CHEMBL328189	BOTH	Protein	0	0
163804	DELTORPHIN C	PEPTIDE1{Y.[dA].F.D.V.V.G.[am]}$$$$	DELTORPHIN C	CHEMBL317956	BOTH	Protein	0	0
163868	NULL	PEPTIDE1{[Boc_W].[X2488].D.F.[am]}$$$$	NULL	CHEMBL319814	BOTH	Protein	0	0
163978	NULL	PEPTIDE1{[Boc_W].[X2775].D.F.[am]}$$$$	NULL	CHEMBL100609	BOTH	Protein	0	0
164031	NULL	PEPTIDE1{[Boc_W].[X2784].D.F.[am]}$$$$	NULL	CHEMBL319340	BOTH	Protein	0	0
164042	NULL	PEPTIDE1{[ac]}|PEPTIDE2{[Boc_W].K.D.F.[am]}$PEPTIDE2,PEPTIDE1,2:R3-1:R2$$$	NULL	CHEMBL103485	BOTH	Protein	0	0
164043	NULL	PEPTIDE1{[Boc_W].[X89].D.F.[am]}$$$$	NULL	CHEMBL320868	BOTH	Protein	0	0
164063	NULL	PEPTIDE1{[Boc_W].[X2560].D.F.[am]}$$$$	NULL	CHEMBL262767	BOTH	Protein	0	0
164064	SINCALIDE	PEPTIDE1{D.[X96].M.G.W.M.D.F.[am]}$$$$	SINCALIDE	CHEMBL1121	BOTH	Protein	0	0
164065	NULL	PEPTIDE1{[Boc_W].[X89].D.[meF].[am]}$$$$	NULL	CHEMBL323521	BOTH	Protein	0	0
164067	NULL	PEPTIDE1{P.[dF].G.[Me_dR].V.[dY].I.[dH]}$PEPTIDE1,PEPTIDE1,8:R2-1:R1$$$	NULL	CHEMBL262999	BOTH	Protein	0	0
164068	NULL	PEPTIDE1{P.[dE].K.[dR].V.[dY].[meI].[dH]}$PEPTIDE1,PEPTIDE1,8:R2-1:R1$$$	NULL	CHEMBL406524	BOTH	Protein	0	0
164070	NULL	PEPTIDE1{P.[dE].K.[dR].V.[dY].I.[dH]}$PEPTIDE1,PEPTIDE1,8:R2-1:R1$$$	NULL	CHEMBL268983	BOTH	Protein	0	0
164077	NULL	PEPTIDE1{[Boc_W].[X2117].D.F.[am]}$$$$	NULL	CHEMBL328422	BOTH	Protein	0	0
164078	NULL	PEPTIDE1{[Boc_W].[X2237].D.F.[am]}$$$$	NULL	CHEMBL98468	BOTH	Protein	0	0
164079	NULL	PEPTIDE1{K}|PEPTIDE2{[meR].[dV].Y.[dalloI].H.[dP].F}$PEPTIDE1,PEPTIDE2,1:R2-1:R1|PEPTIDE1,PEPTIDE2,1:R3-7:R2$$$	NULL	CHEMBL216083	BOTH	Protein	0	0
164080	NULL	PEPTIDE1{[dP].F.Y.[dalloI].H}$PEPTIDE1,PEPTIDE1,5:R2-1:R1$$$	NULL	CHEMBL330150	BOTH	Protein	0	0
164128	NULL	PEPTIDE1{[Boc_W].[Lys(Cbz)].D.F.[am]}$$$$	NULL	CHEMBL99786	BOTH	Protein	0	0
164213	NULL	PEPTIDE1{[dP].K.E.[dV].Y.[dalloI].H}$PEPTIDE1,PEPTIDE1,7:R2-1:R1$$$	NULL	CHEMBL317712	BOTH	Protein	0	0
164214	NULL	PEPTIDE1{[dP].E.K.[dV].Y.[dalloI].[X180]}$PEPTIDE1,PEPTIDE1,7:R2-1:R1$$$	NULL	CHEMBL103538	BOTH	Protein	0	0
164245	NULL	PEPTIDE1{[dP].[dE]}|PEPTIDE2{K.[dV].[X172].[dalloI].H}$PEPTIDE2,PEPTIDE1,5:R2-1:R1|PEPTIDE1,PEPTIDE2,2:R3-1:R1$$$	NULL	CHEMBL318090	BOTH	Protein	0	0
164310	NULL	PEPTIDE1{A.F.[1-Nal].F.K.[am]}$$$$	NULL	CHEMBL320866	BOTH	Protein	0	0
164890	NULL	PEPTIDE1{[X512].[X511].[dTic].[dP]}$$$$	NULL	CHEMBL316925	BOTH	Protein	0	0
164892	NULL	PEPTIDE1{[X512].[X511].[dTic].G}$$$$	NULL	CHEMBL318475	BOTH	Protein	0	0
164933	NULL	PEPTIDE1{[X512].[X511].[dTic]}$$$$	NULL	CHEMBL433398	BOTH	Protein	0	0
165072	NULL	PEPTIDE1{[X512].[X511].[dTic].[am]}$$$$	NULL	CHEMBL433365	BOTH	Protein	0	0
165621	NULL	PEPTIDE1{[X1079].[Tyr(Bzl)].[Ser(Bzl)].W.[dA].[am]}$$$$	NULL	CHEMBL406781	BOTH	Protein	0	0
165668	NULL	PEPTIDE1{[X2212].F.F.[Sar].L.[Hcy].[am]}$$$$	NULL	CHEMBL431036	BOTH	Protein	0	0
165692	NULL	PEPTIDE1{[X86].[Tyr(Bzl)].[Ser(Bzl)].W.[dA].[am]}$$$$	NULL	CHEMBL217423	BOTH	Protein	0	0
165875	NULL	PEPTIDE1{D.T.F.V.G.L.[X68].[am]}$$$$	NULL	CHEMBL431641	BOTH	Protein	0	0
165876	NULL	PEPTIDE1{D.T.[X3].V.G.L.[X68].[am]}$$$$	NULL	CHEMBL103634	BOTH	Protein	0	0
165992	NULL	PEPTIDE1{[X835].[Tic].[M_OMe]}$$$$	NULL	CHEMBL323507	BOTH	Protein	0	0
166274	NULL	PEPTIDE1{[X835].[Tic].Q}$$$$	NULL	CHEMBL102295	BOTH	Protein	0	0
166589	NULL	PEPTIDE1{[Cbz_L].A.G.G}$$$$	NULL	CHEMBL103364	BOTH	Protein	0	0
166671	NULL	PEPTIDE1{[Boc_L].A.G.[G_OtBu]}$$$$	NULL	CHEMBL101240	BOTH	Protein	0	0
166672	NULL	PEPTIDE1{[Cbz_L].A.G.[X207]}$$$$	NULL	CHEMBL101197	BOTH	Protein	0	0
166684	NULL	PEPTIDE1{[Cbz_L].A.G.G.[am]}$$$$	NULL	CHEMBL102893	BOTH	Protein	0	0
166692	NULL	PEPTIDE1{[Cbz_L].A.G.[G_OMe]}$$$$	NULL	CHEMBL319225	BOTH	Protein	0	0
166920	NULL	PEPTIDE1{L.A.G.[X207]}$$$$	NULL	CHEMBL101066	BOTH	Protein	0	0
167009	RIP	PEPTIDE1{P.H.P.F.H.F.F.F.V.Y.K}$$$$	RIP	CHEMBL413534	BOTH	Protein	0	0
167086	NULL	PEPTIDE1{H.H.H}$$$$	NULL	CHEMBL100001	BOTH	Protein	0	0
167119	NULL	PEPTIDE1{D.T.[Phe(4-NH2)].V.G.L.[X68].[am]}$$$$	NULL	CHEMBL103939	BOTH	Protein	0	0
167120	NULL	PEPTIDE1{D.T.W.V.G.L.[X68].[am]}$$$$	NULL	CHEMBL319256	BOTH	Protein	0	0
167121	NULL	PEPTIDE1{D.T.[X33].V.G.L.[X68].[am]}$$$$	NULL	CHEMBL430650	BOTH	Protein	0	0
167176	NULL	PEPTIDE1{D.T.[Phe(4-Cl)].V.G.L.[X68].[am]}$$$$	NULL	CHEMBL102128	BOTH	Protein	0	0
167272	NULL	PEPTIDE1{Y.A.G.A.V.V.N.D}$$$$	NULL	CHEMBL330656	BOTH	Protein	0	0
167403	NULL	PEPTIDE1{L.A.G.G.[am]}$$$$	NULL	CHEMBL105467	BOTH	Protein	0	0
167543	NULL	PEPTIDE1{I.K.C.N.C.K.R.H.V.I.A.P.H.I.C.R.K.I.C.G.K.N.[am]}$$$$	NULL	CHEMBL438270	BOTH	Protein	0	0
167544	NULL	PEPTIDE1{I.K.C.N.C.K.R.H.V.I.R.[dA].H.I.C.R.K.I.C.G.K.N.[am]}$$$$	NULL	CHEMBL412391	BOTH	Protein	0	0
167545	NULL	PEPTIDE1{I.K.C.N.C.A.R.H.V.I.K.P.H.I.C.R.K.I.C.G.K.N.[am]}$$$$	NULL	CHEMBL275575	BOTH	Protein	0	0
167584	NULL	PEPTIDE1{[lalloT].R.Y.[dL].P}$PEPTIDE1,PEPTIDE1,5:R2-1:R1$$$	NULL	CHEMBL316746	BOTH	Protein	0	0
167634	NULL	PEPTIDE1{V.V.N.D.L}$$$$	NULL	CHEMBL102379	BOTH	Protein	0	0
167635	NULL	PEPTIDE1{A.V.V.N.D.L}$$$$	NULL	CHEMBL318787	BOTH	Protein	0	0
167636	NULL	PEPTIDE1{G.A.V.V.N.D.L}$$$$	NULL	CHEMBL409888	BOTH	Protein	0	0
167654	NULL	PEPTIDE1{I.A.C.N.C.K.R.H.V.I.K.P.H.I.C.R.K.I.C.G.K.N.[am]}$$$$	NULL	CHEMBL267118	BOTH	Protein	0	0
167655	NULL	PEPTIDE1{I.K.C.N.C.K.R.H.V.I.K.P.H.I.C.R.A.I.C.G.K.N.[am]}$$$$	NULL	CHEMBL438026	BOTH	Protein	0	0
167656	NULL	PEPTIDE1{I.K.C.N.C.K.R.H.V.I.K.P.H.I.C.R.K.I.C.G.A.N.[am]}$$$$	NULL	CHEMBL408921	BOTH	Protein	0	0
167673	NULL	PEPTIDE1{A.G.A.V.V.N.D.L}$$$$	NULL	CHEMBL103140	BOTH	Protein	0	0
167747	NULL	PEPTIDE1{[X251].[Nle].G.W.[Nle].[X2222]}$$$$	NULL	CHEMBL274661	BOTH	Protein	0	0
167757	NULL	PEPTIDE1{[ac].Y.K.W.W.L.R.R.[dA].R.P.K.[am]}$$$$	NULL	CHEMBL412248	BOTH	Protein	0	0
167758	NULL	PEPTIDE1{[ac].Y.K.W.W.[am]}$$$$	NULL	CHEMBL102690	BOTH	Protein	0	0
167759	NULL	PEPTIDE1{Y.G.G.F.L.R.R.[dA].R.P.K.[am]}$$$$	NULL	CHEMBL407084	BOTH	Protein	0	0
167797	NULL	PEPTIDE1{[Cbz_L].L.[X2469]}$$$$	NULL	CHEMBL103749	BOTH	Protein	0	0
167809	NULL	PEPTIDE1{[X251].M.G.[dW].[Nle].[X2222]}$$$$	NULL	CHEMBL386811	BOTH	Protein	0	0
167865	NULL	PEPTIDE1{R.[X870].[dL].[dP].[lalloT]}$$$$	NULL	CHEMBL102818	BOTH	Protein	0	0
167866	NULL	PEPTIDE1{I.K.C.N.C.K.R.H.V.I.K.P.H.I.C.R.K.I.C.G.K.N.[am]}$$$$	NULL	CHEMBL411579	BOTH	Protein	0	0
167872	NULL	PEPTIDE1{V.N.D.L}$$$$	NULL	CHEMBL102643	BOTH	Protein	0	0
168555	NULL	PEPTIDE1{[Sar].R.[meA].Y.I.H.P.I}$$$$	NULL	CHEMBL321952	BOTH	Protein	0	0
168556	NULL	PEPTIDE1{[Sar].R.P.Y.I.H.P.I}$$$$	NULL	CHEMBL406385	BOTH	Protein	0	0
168583	NULL	PEPTIDE1{[Sar].[dR].[dV].[dY].L.[dH].[Aib].[dalloI]}$$$$	NULL	CHEMBL432194	BOTH	Protein	0	0
168584	NULL	PEPTIDE1{[Sar].[dR].[dV].[dY].L.[dH].[X255].[dalloI]}$$$$	NULL	CHEMBL430846	BOTH	Protein	0	0
168585	NULL	PEPTIDE1{[Sar].R.V.Y.[X619].H.P.I}$$$$	NULL	CHEMBL263360	BOTH	Protein	0	0
168591	NULL	PEPTIDE1{[Sar].R.V.Y.H.P.I}$$$$	NULL	CHEMBL328167	BOTH	Protein	0	0
168603	NULL	PEPTIDE1{[Sar].[dD].[dF].[dV].R}$PEPTIDE1,PEPTIDE1,5:R2-1:R1$$$	NULL	CHEMBL105553	BOTH	Protein	0	0
168604	NULL	PEPTIDE1{R.G.[dD].[dF].[dV]}$PEPTIDE1,PEPTIDE1,5:R2-1:R1$$$	NULL	CHEMBL317887	BOTH	Protein	0	0
168631	NULL	PEPTIDE1{D.R.[Spg].Y.V.H.[meA].F}$$$$	NULL	CHEMBL217690	BOTH	Protein	0	0
168633	NULL	PEPTIDE1{D.R.P.Y.I.H.P.F}$$$$	NULL	CHEMBL429182	BOTH	Protein	0	0
168634	NULL	PEPTIDE1{[Sar].R.A.Y.I.H.P.F}$$$$	NULL	CHEMBL385880	BOTH	Protein	0	0
168699	NULL	PEPTIDE1{[Me_dF].P.[X392]}$$$$	NULL	CHEMBL322205	BOTH	Protein	0	0
168720	NULL	PEPTIDE1{[dF].[dV].R.G.[dmeD]}$PEPTIDE1,PEPTIDE1,5:R2-1:R1$$$	NULL	CHEMBL103089	BOTH	Protein	0	0
168784	NULL	PEPTIDE1{[Sar].R.V.Y.I.H.[Aib].I}$$$$	NULL	CHEMBL318091	BOTH	Protein	0	0
168821	NULL	PEPTIDE1{[Sar].R.A.Y.I.H.P.I}$$$$	NULL	CHEMBL317253	BOTH	Protein	0	0
168859	NULL	PEPTIDE1{[Me_dF].P.[X2479]}$$$$	NULL	CHEMBL102919	BOTH	Protein	0	0
168895	NULL	PEPTIDE1{[Sar].R.V.Y.I.H.[meA].I}$$$$	NULL	CHEMBL322627	BOTH	Protein	0	0
168916	NULL	PEPTIDE1{[Me_dV].R.G.[dD].[dF]}$PEPTIDE1,PEPTIDE1,5:R2-1:R1$$$	NULL	CHEMBL103214	BOTH	Protein	0	0
168917	NULL	PEPTIDE1{[Me_dF].[dV].R.G.[dD]}$PEPTIDE1,PEPTIDE1,5:R2-1:R1$$$	NULL	CHEMBL321332	BOTH	Protein	0	0
168918	NULL	PEPTIDE1{[meR].G.[dD].[dF].[dV]}$PEPTIDE1,PEPTIDE1,5:R2-1:R1$$$	NULL	CHEMBL431829	BOTH	Protein	0	0
168953	NULL	PEPTIDE1{[Sar].R.[Aib].Y.I.H.P.I}$$$$	NULL	CHEMBL427769	BOTH	Protein	0	0
168991	NULL	PEPTIDE1{[Me_dF].P.[X2555]}$$$$	NULL	CHEMBL102121	BOTH	Protein	0	0
169015	NULL	PEPTIDE1{[Sar].[dR].[dV].[dY].L.[dH].[X135].[dalloI]}$$$$	NULL	CHEMBL387272	BOTH	Protein	0	0
169027	NULL	PEPTIDE1{D.R.[Spg].Y.V.H.[Aib].F}$$$$	NULL	CHEMBL266940	BOTH	Protein	0	0
169028	NULL	PEPTIDE1{[Me_dF].P.[X2149]}$$$$	NULL	CHEMBL105584	BOTH	Protein	0	0
169029	NULL	PEPTIDE1{[Me_dF].P.[X2162]}$$$$	NULL	CHEMBL101855	BOTH	Protein	0	0
169031	NULL	PEPTIDE1{[Sar].R.V.Y.[dI].H.P.[Aib]}$$$$	NULL	CHEMBL317439	BOTH	Protein	0	0
169132	NULL	PEPTIDE1{[Sar].R.V.Y.P.H.P.I}$$$$	NULL	CHEMBL408595	BOTH	Protein	0	0
169133	NULL	PEPTIDE1{[Sar].R.V.Y.A.H.P.I}$$$$	NULL	CHEMBL103336	BOTH	Protein	0	0
169134	NULL	PEPTIDE1{[Sar].R.V.Y.[meI].H.P.F}$$$$	NULL	CHEMBL266837	BOTH	Protein	0	0
169135	NULL	PEPTIDE1{D.R.[Spg].Y.V.H.[Spg].F}$$$$	NULL	CHEMBL412167	BOTH	Protein	0	0
169214	NULL	PEPTIDE1{Y.C.G.[X33].[dC].[am]}$$$$	NULL	CHEMBL323548	BOTH	Protein	0	0
169377	NULL	PEPTIDE1{H.P.H.K.[am]}$$$$	NULL	CHEMBL105282	BOTH	Protein	0	0
169436	NULL	PEPTIDE1{D.R.A.Y.I.H.P.F}$$$$	NULL	CHEMBL263696	BOTH	Protein	0	0
169437	NULL	PEPTIDE1{D.R.[Spg].Y.I.H.P.F}$$$$	NULL	CHEMBL437437	BOTH	Protein	0	0
169499	NULL	PEPTIDE1{D.R.[Spg].Y.[Aib].H.P.F}$$$$	NULL	CHEMBL413514	BOTH	Protein	0	0
169501	NULL	PEPTIDE1{[Sar].R.V.Y.[Spg].H.P.I}$$$$	NULL	CHEMBL263278	BOTH	Protein	0	0
169502	NULL	PEPTIDE1{[Sar].R.V.Y.[meI].H.P.I}$$$$	NULL	CHEMBL385919	BOTH	Protein	0	0
169551	NULL	PEPTIDE1{D.R.[Me_Spg].Y.P.H.P.F}$$$$	NULL	CHEMBL266838	BOTH	Protein	0	0
169552	NULL	PEPTIDE1{D.R.[Me_Spg].Y.[Nle].H.P.F}$$$$	NULL	CHEMBL440062	BOTH	Protein	0	0
169576	NULL	PEPTIDE1{D.R.[Me_Spg].Y.A.H.P.F}$$$$	NULL	CHEMBL263858	BOTH	Protein	0	0
169577	NULL	PEPTIDE1{D.R.[Aib].Y.I.H.P.F}$$$$	NULL	CHEMBL406171	BOTH	Protein	0	0
169596	NULL	PEPTIDE1{[Sar].R.[meA].Y.[dI].H.P.F}$$$$	NULL	CHEMBL267751	BOTH	Protein	0	0
169739	NULL	PEPTIDE1{[X138].G.G.F.L.R.R.I.R.P.K.[am]}$$$$	NULL	CHEMBL436911	BOTH	Protein	0	0
169743	NULL	PEPTIDE1{[X826].G.F.L.R.R.I.R.P.K.[am]}$$$$	NULL	CHEMBL216899	BOTH	Protein	0	0
169871	NULL	PEPTIDE1{[X1027].G.A.F.L.R.R.I.R.P.K.[am]}$$$$	NULL	CHEMBL407124	BOTH	Protein	0	0
170108	NULL	PEPTIDE1{D.R.[Spg].Y.[Spg].H.A.F}$$$$	NULL	CHEMBL405549	BOTH	Protein	0	0
170109	NULL	PEPTIDE1{D.R.[Spg].Y.[Spg].H.P.F}$$$$	NULL	CHEMBL414384	BOTH	Protein	0	0
170110	NULL	PEPTIDE1{[Sar].R.[meA].Y.I.H.P.F}$$$$	NULL	CHEMBL269427	BOTH	Protein	0	0
170694	NULL	PEPTIDE1{[Boc_dF].P.[X120]}$$$$	NULL	CHEMBL104472	BOTH	Protein	0	0
170785	NULL	PEPTIDE1{[X396].P.[X120]}$$$$	NULL	CHEMBL105177	BOTH	Protein	0	0
170795	NULL	PEPTIDE1{[ac].H.[4-Pal].R.W.[am]}$$$$	NULL	CHEMBL430489	BOTH	Protein	0	0
170796	NULL	PEPTIDE1{[ac].H.[3-Pal].R.W.[am]}$$$$	NULL	CHEMBL104052	BOTH	Protein	0	0
170797	NULL	PEPTIDE1{[ac].H.H.R.W.[am]}$$$$	NULL	CHEMBL104010	BOTH	Protein	0	0
170798	NULL	PEPTIDE1{[ac].H.[X189].R.W.[am]}$$$$	NULL	CHEMBL319871	BOTH	Protein	0	0
170800	NULL	PEPTIDE1{[X1608].P.[X120]}$$$$	NULL	CHEMBL319930	BOTH	Protein	0	0
170803	NULL	PEPTIDE1{T.[Dab].[dDab].[dDab]}|PEPTIDE2{[dF].[dL].[Dab].[dDab].T}$PEPTIDE1,PEPTIDE2,4:R2-1:R1|PEPTIDE1,PEPTIDE2,3:R3-5:R2$$$	NULL	CHEMBL323135	BOTH	Protein	0	0
